Group;No.;Compounds;SMILES;RI
Train;m1182;Papaverine;c1cnc(c2c1cc(c(c2)OC)OC)Cc1cc(c(cc1)OC)OC;379.06
Train;m1183;Paracetamol;CC(=O)Nc1ccc(cc1)O;166.01
Train;m1184;Para-fluorofentanyl;N(C(=O)CC)(C1CCN(CC1)CCc1ccccc1)c1ccc(cc1)F;368.37
Train;m1185;Paraoxon;P(=O)(Oc1ccc(N(O)O)cc1)(OCC)OCC;511.93
Train;m1186;Paraoxon-methyl;P(=O)(Oc1ccc(cc1)N(O)O)(OC)OC;385.93
Test;m1187;Parathion;S=P(Oc1ccc(cc1)N(O)O)(OCC)OCC;718.11
Test;m1188;Parathion-methyl;P(=S)(Oc1ccc(cc1)N(O)O)(OC)OC;605.85
Test;m1189;Paroxetine;[C@@H]1([C@H](COc2cc3c(cc2)OCO3)CNCC1)c1ccc(cc1)F;501.24
Train;m1190;Pebulate;N(C(=O)SCCC)(CCCC)CC;779.19
Train;m1191;Pemoline;O1C(C(=O)N=C1N)c1ccccc1;231.68
Train;m1192;Penbutolol;OC(CNC(C)(C)C)COc1c(C2CCCC2)cccc1;588.29
Train;m1193;Penconazole;Clc1c(C(Cn2ncnc2)CCC)ccc(Cl)c1;727.27
Train;m1194;Pencycuron;N(C1CCCC1)(Cc1ccc(cc1)Cl)C(=O)Nc1ccccc1;769.27
Test;m1195;Pendimethalin;c1(c(c(c(cc1N(O)O)C)C)N(O)O)NC(CC)CC;877.7
Train;m1196;Penfluridol;c1(C2(CCN(CC2)CCCC(c2ccc(cc2)F)c2ccc(cc2)F)O)cc(c(cc1)Cl)C(F)(F)F;669.23
Train;m1197;Penfluron;FC(F)(F)c1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1;730.32
Train;m1198;Pentanochlor;c1(NC(=O)C(CCC)C)cc(c(cc1)C)Cl;712
Test;m1199;Pentazocine;c12[C@]3([C@H]([C@@H](Cc1ccc(c2)O)N(CC3)CC=C(C)C)C)C;317.2
Train;m1200;Pentedrone;CNC(C(=O)c1ccccc1)CCC;273.68
Test;m1201;Pentifylline;c12c(n(c(=O)n(c1=O)CCCCCC)C)ncn2C;621.13
Train;m1202;Pentoxifylline;c12c(n(c(=O)n(c1=O)CCCCC(=O)C)C)ncn2C;299.64
Train;m1203;Pentoxyverine;C1(CCCC1)(C(=O)OCCOCCN(CC)CC)c1ccccc1;501.24
Train;m1204;Pentylone;O1COc2c1ccc(c2)C(=O)C(NC)CCC;281.31
Train;m1205;Perazine;N1(c2c(Sc3c1cccc3)cccc2)CCCN1CCN(CC1)C;572.25
Test;m1206;Pergolide;c12c3[C@@H]4[C@@H](Cc1c[nH]c2ccc3)N(C[C@@H](C4)CSC)CCC;372.95
Test;m1207;Periciazine;c12N(c3c(Sc1ccc(c2)C#N)cccc3)CCCN1CCC(CC1)O;469.16
Train;m1208;Permethrin;[C@]1(C([C@]1(C=C(Cl)Cl)c1cc(ccc1)Oc1ccccc1)(C)C)(C(=O)[O-])C;963.99
Test;m1209;Perphenazine;N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCN1CCN(CC1)CCO;629.53
Train;m1210;Pethidine;C1(c2ccccc2)(C(=O)OCC)CCN(CC1)C;298.88
Train;m1211;Pethoxamid;C(=C(C)C)(N(C(=O)CCl)CCOCC)c1ccccc1;670.76
Train;m1212;Phenacetin;c1(ccc(cc1)OCC)NC(=O)C;353.09
Test;m1213;Phenazepam;c12C(=NCC(=O)Nc1ccc(c2)Br)c1c(cccc1)Cl;582.18
Test;m1214;Phenazocine;c12[C@]3(C([C@@H](Cc1ccc(c2)O)N(CC3)CCc1ccccc1)C)C;364.55
Test;m1215;Phenazone;c1cccc(c1)n1n(c(cc1=O)C)C;253.82
Train;m1216;Phenazopyridine;c1(c(nc(cc1)N)N)/N=N/c1ccccc1;548.58
Train;m1217;Phencyclidine;C1(c2ccccc2)(N2CCCCC2)CCCCC1;338.59
Train;m1218;Phenelzine;N(N)CCc1ccccc1;183.57
Test;m1219;Pheniramine;C(CCN(C)C)(c1ccccn1)c1ccccc1;280.55
Train;m1220;Phenmedipham;COC(=O)Nc1cccc(c1)OC(=O)Nc1cccc(c1)C;568.44
Train;m1221;Phenmetrazine;c1(C2C(NCCO2)C)ccccc1;216.41
Train;m1222;Phenothrin (tech) Peak 1;C1(C(C1(C)C)C(=O)OCc1cc(Oc2ccccc2)ccc1)C=C(C)C;921.99
Train;m1223;Phenprocoumon;c1(C(c2ccccc2)CC)c(c2c(oc1=O)cccc2)O;591.34
Train;m1224;Phentermine;c1(CC(C)(C)N)ccccc1;254.59
Train;m1225;Phenthoate;C(=O)(C(c1ccccc1)SP(=S)(OC)OC)OCC;715.81
Train;m1226;Phentolamine;N(c1cc(ccc1)O)(c1ccc(cc1)C)CC1=NCCN1;347.75
Train;m1227;Phenylbutazone;N1(N(c2ccccc2)C(=O)C(C1=O)CCCC)c1ccccc1;586
Train;m1228;Phenyltoloxamine;O(c1c(Cc2ccccc2)cccc1)CCN(C)C;456.95
Test;m1229;Phenytoin;O=C1NC(=O)NC1(c1ccccc1)c1ccccc1;440.91
Train;m1230;Pholcodine;[C@@]123c4c5O[C@H]2[C@H](C=C[C@H]1[C@@H](Cc4ccc5OCCN1CCOCC1)N(CC3)C)O;108.74
Train;m1231;Pholedrine;Oc1ccc(cc1)CC(NC)C;122.48
Train;m1232;Phorate;S(P(=S)(OCC)OCC)CSCC;768.5
Train;m1233;Phorate-oxon;P(=O)(SCSCC)(OCC)OCC;556.98
Test;m1234;Phosalone;c12c(oc(=O)n1CSP(=S)(OCC)OCC)cc(cc2)Cl;760.87
Train;m1235;Phosmet;c12c(C(=O)N(C1=O)CSP(=S)(OC)OC)cccc2;582.94
Train;m1236;Phosphamidon (Dimecron) Peak 1;P(=O)(O/C(=C(\C(=O)N(CC)CC)/Cl)/C)(OC)OC;379.06
Train;m1237;Phoxim;P(=S)(O/N=C(/c1ccccc1)\C#N)(OCC)OCC;756.29
Train;m1238;Phthalylsulfathiazole;c1(c(cccc1)C(=O)O)C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1;256.11
Train;m1239;P-hydroxyamphetamine;Oc1ccc(CC(N)C)cc1;127.83
Train;m1240;P-Hydroxymesocarb;c1cccc(c1)CC(C)N1NOC(=C1)NC(=O)Nc1ccc(cc1)O;453.13
Train;m1241;P-Hydroxymethamphetamine;Oc1ccc(cc1)CC(NC)C;127.83
Train;m1242;Physostigmine;[C@@]12(c3c(N([C@H]1N(CC2)C)C)ccc(c3)OC(=O)NC)C;197.32
Train;m1243;Picloram;O=C(c1nc(Cl)c(Cl)c(N)c1Cl)O;172.12
Train;m1244;Picolinafen;c1(Oc2cc(ccc2)C(F)(F)F)nc(C(=O)Nc2ccc(cc2)F)ccc1;840.28
Train;m1245;Pilocarpine;CC[C@H]1[C@@H](Cc2cncn2C)COC1=O;109.5
Train;m1246;Pimozide;n1(c2c([nH]c1=O)cccc2)C1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F;566.91
Train;m1247;Pindolol;c12c([nH]cc2)cccc1OCC(CNC(C)C)O;197.32
Train;m1248;Pioglitazone;S1C(C(=O)NC1=O)Cc1ccc(OCCc2ncc(cc2)CC)cc1;594.4
Train;m1249;Pipamperone;Fc1ccc(C(=O)CCCN2CCC(N3CCCCC3)(C(=O)N)CC2)cc1;366.84
Train;m1250;Piperonylbutoxide;c12c(cc(c(c1)COCCOCCOCCCC)CCC)OCO2;844.87
Test;m1251;Pipotiazine;c12N(c3c(Sc1ccc(c2)S(=O)(=O)N(C)C)cccc3)CCCN1CCC(CC1)CCO;464.58
Train;m1252;Pipradrol;C(c1ccccc1)(c1ccccc1)(C1CCCCN1)O;341.64
Test;m1253;Piprozolin;S1C(N2CCCCC2)C(=O)N(/C/1=C/C(=O)OCC)CC;652.43
Train;m1254;Pirenzepine;O=C(n1c2c(c(=O)[nH]c3c1nccc3)cccc2)CN1CCN(CC1)C;214.12
Train;m1255;Piretanide;c1(c(c(cc(c1)C(=O)O)S(=O)(=O)N)Oc1ccccc1)N1CCCC1;447.78
Train;m1256;Pirimicarb;c1(nc(nc(c1C)C)N(C)C)OC(=O)N(C)C;493.6
Train;m1257;Pirimicarb-desmethyl;O(c1nc(nc(c1C)C)NC)C(=O)N(C)C;350.04
Train;m1258;Pirimiphos-ethyl;S=P(Oc1nc(nc(c1)C)N(CC)CC)(OCC)OCC;841.05
Train;m1259;Pirimiphos-methyl;S=P(Oc1nc(nc(c1)C)N(CC)CC)(OC)OC;766.98
Train;m1260;Pirmenol;OC(CCCN1C(CCCC1C)C)(c1ccccc1)c1ncccc1;359.2
Test;m1261;Piroxicam;c12c(S(=O)(=O)N(C(=C1O)C(=O)Nc1ccccn1)C)cccc2;422.58
Train;m1262;Pitofenone;O(CCN1CCCCC1)c1ccc(cc1)C(=O)c1c(cccc1)C(=O)OC;315.68
Train;m1263;Pizotifen;C1(=C2CCN(CC2)C)c2c(CCc3c1cccc3)scc2;500.47
Train;m1264;PMA;COc1ccc(cc1)CC(N)C;231.68
Train;m1265;PMMA;O(c1ccc(CC(NC)C)cc1)C;228.62
Train;m1266;Practolol;c1(ccc(cc1)NC(=O)C)OCC(CNC(C)C)O;155.32
Train;m1267;Pramipexole;s1c(nc2c1CC(CC2)NCCC)N;101.86
Train;m1268;Prazepam;c12c(C(=NCC(=O)N1CC1CC1)c1ccccc1)cc(cc2)Cl;708.18
Train;m1269;Prazosin;COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)c1ccco1;308.04
Train;m1270;Prednisone;O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)C(=O)C2)CC1)C)C(=O)CO;499.71
Train;m1271;Pregabalin;[C@H](CC(C)C)(CC(=O)O)CN;196.55
Train;m1272;Prenylamine;N(CCC(c1ccccc1)c1ccccc1)C(Cc1ccccc1)C;579.13
Train;m1273;Pretilachlor;c1(N(CCOCCC)C(=O)CCl)c(cccc1CC)CC;799.81
Train;m1274;Prilocaine;O=C(Nc1c(cccc1)C)C(NCCC)C;258.41
Train;m1275;Primaquine;c1(c2c(cc(c1)OC)cccn2)NC(CCCN)C;421.06
Test;m1276;Primidone;O=C1NCNC(=O)C1(c1ccccc1)CC;304.22
Train;m1277;Proadifen;O(C(=O)C(CCC)(c1ccccc1)c1ccccc1)CCN(CC)CC;618.83
Train;m1278;Procainamide;c1(C(=O)NCCN(CC)CC)ccc(cc1)N;116.37
Test;m1279;Procaine;Nc1ccc(C(=O)OCCN(CC)CC)cc1;145.39
Train;m1280;Prochloraz;n1(C(=O)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC)ccnc1;759.34
Train;m1281;Prochlorperazine;N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCN1CCN(CC1)C;655.49
Train;m1282;Procyclidine;C(c1ccccc1)(C1CCCCC1)(CCN1CCCC1)O;495.89
Train;m1283;Procymidone;O=C1N(c2cc(Cl)cc(c2)Cl)C(=O)C2(C1(C)C2)C;680.69
Train;m1284;Profenophos;c1(OP(=O)(SCCC)OCC)c(cc(cc1)Br)Cl;818.9
Train;m1285;Profoxydim 1;C1(=C(CC(CC1=O)C1CSCCC1)O)/C(=N/OCC(Oc1ccc(Cl)cc1)C)/CCC;784.54
Train;m1286;Progesterone;[C@@]12([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC[C@@H]1C(=O)C)C;757.05
Train;m1287;Prohexadione;C1(C(=O)CC(C(=O)O)CC1=O)C(=O)CC;330.19
Train;m1288;Prolintane;N1(C(CCC)Cc2ccccc2)CCCC1;324.84
Train;m1289;Promazine;S1c2c(N(c3c1cccc3)CCCN(C)C)cccc2;487.49
Train;m1290;Promecarb;c1(cc(cc(c1)C)C(C)C)OC(=O)NC;626.47
Test;m1291;Promethazine;S1c2c(N(c3c1cccc3)CC(N(C)C)C)cccc2;475.27
Test;m1292;Prometon;c1(nc(NC(C)C)nc(n1)OC)NC(C)C;576.84
Test;m1293;Prometryn;c1(nc(NC(C)C)nc(n1)SC)NC(C)C;668.47
Test;m1294;Propachlor;N(c1ccccc1)(C(=O)CCl)C(C)C;530.25
Train;m1295;Propafenone;c1(c(C(=O)CCc2ccccc2)cccc1)OCC(CNCCC)O;496.66
Train;m1296;Propamocarb;N(C(=O)OCCC)CCCN(C)C;167.54
Train;m1297;Propanil;c1(cc(c(cc1)Cl)Cl)NC(=O)CC;616.54
Test;m1298;Propantheline;O(CC[N+](C(C)C)(C(C)C)C)C(=O)C1c2c(Oc3c1cccc3)cccc2;461.53
Train;m1299;Propaphos;P(=O)(Oc1ccc(cc1)SC)(OCCC)OCCC;724.21
Test;m1300;Propaquizafop;c12c(cnc(n1)Oc1ccc(cc1)O[C@@H](C(=O)OCCON=C(C)C)C)cc(cc2)Cl;836.47
Train;m1301;Propargite;C1(C(OS(=O)OCC#C)CCCC1)Oc1ccc(cc1)C(C)(C)C;879.99
Train;m1302;Propazine;c1(nc(nc(n1)Cl)NC(C)C)NC(C)C;599.74
Test;m1303;Propetamphos;S=P(O/C(=C\C(=O)OC(C)C)/C)(OC)NCC;647.85
Train;m1304;Propham;c1(NC(=O)OC(C)C)ccccc1;519.56
Train;m1305;Propiconazole Peak 1;C1(c2c(cc(cc2)Cl)Cl)(Cn2cncn2)OC(CO1)CCC;738.72
Train;m1306;Propionylpromazine;C(=O)(CC)c1cc2c(cc1)Sc1ccccc1N2CCCN(C)C;548.58
Test;m1307;Propipocaine;c1(ccc(cc1)OCCC)C(=O)CCN1CCCCC1;376.77
Train;m1308;Propiverine;C(c1ccccc1)(c1ccccc1)(C(=O)OC1CCN(CC1)C)OCCC;615.02
Train;m1309;Propoxur;c1(c(cccc1)OC(C)C)OC(=O)NC;430.22
Train;m1310;Propranolol;O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2;403.49
Train;m1311;Propyphenazone;n1(c2ccccc2)c(=O)c(c(n1C)C)C(C)C;452.37
Train;m1312;Propyzamide (Pronamide);C(NC(=O)c1cc(cc(c1)Cl)Cl)(C#C)(C)C;640.22
Train;m1313;Proquazone;c12c(n(c(=O)nc1c1ccccc1)C(C)C)cc(cc2)C;634.11
Test;m1314;Proquinazid;c1(ccc2c(c1)c(=O)n(c(n2)OCCC)CCC)I;919.7
Train;m1315;Prosulfocarb;N(C(=O)SCc1ccccc1)(CCC)CCC;810.5
Train;m1316;Prosulfuron;c1(c(S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC)cccc1)CCC(F)(F)F;554.69
Train;m1317;Prothioconazole;c1(=S)n(CC(C2(CC2)Cl)(Cc2c(Cl)cccc2)O)[nH]cn1;754.76
Train;m1318;Prothipendyl;N1(c2c(Sc3c1nccc3)cccc2)CCCN(C)C;450.84
Train;m1319;Protionamide;c1(cc(ccn1)C(=S)N)CCC;385.93
Test;m1320;Protriptyline;C1(c2c(C=Cc3c1cccc3)cccc2)CCCNC;510.4
Test;m1321;Proxyphylline;c12c(n(c(=O)n(c2=O)C)C)ncn1CC(C)O;231.68
Train;m1322;Pseudoephedrine;O[C@@H](c1ccccc1)[C@@H](NC)C;182.04
Train;m1323;Psilocin;c12c([nH]cc1CCN(C)C)cccc2O;151.5
Test;m1324;Pymetrozine;N1(C(=O)NN=C(C1)C)/N=C/c1cccnc1;206.48
Train;m1325;Pyraclostrobin;c1(c(COc2nn(cc2)c2ccc(cc2)Cl)cccc1)N(C(=O)OC)OC;752.47
Train;m1326;Pyraflufen-ethyl;Clc1c(nn(c1OC(F)F)C)c1c(F)cc(Cl)c(OCC(=O)OCC)c1;732.61
Train;m1327;Pyranocoumarin;c12c(c3c(oc2=O)cccc3)OC(CC1c1ccccc1)(OC)C;745.6
Train;m1328;Pyrazophos;n12c(cc(n2)OP(=S)(OCC)OCC)nc(c(c1)C(=O)OCC)C;770.79
Train;m1329;Pyrazoxyfen;c1(c(n(nc1C)C)OCC(=O)c1ccccc1)C(=O)c1c(cc(cc1)Cl)Cl;733.38
Train;m1330;Pyrethrin I;O(C(=O)[C@H]1C([C@@H]1C=C(C)C)(C)C)[C@@H]1C(=C(C(=O)C1)C/C=C\C=C)C;889.16
Train;m1331;Pyrethrin II;[C@H]1([C@H](C1(C)C)C(=O)O[C@@H]1C(=C(C(=O)C1)C/C=C\C=C)C)/C=C(/C(=O)OC)\C;792.18
Train;m1332;Pyrethrins: Cinerin I;C1(C(C1C(=O)OC1C(=C(C(=O)C1)C/C=C/C)C)C=C(C)C)(C)C;885.34
Test;m1333;Pyrethrins: Cinerin II;C1(C(C1C(=O)OC1C(=C(C(=O)C1)C/C=C/C)C)/C=C(/C(=O)OC)\C)(C)C;782.25
Train;m1334;Pyrethrins: Jasmolin I;O(C(=O)C1C(C1C=C(C)C)(C)C)C1CC(=O)C(=C1C)C/C=C/CC;918.94
Test;m1335;Pyrethrins: Jasmolin II;O(C(=O)C1C(C1/C=C(\C)/C(=O)OC)(C)C)C1CC(=O)C(=C1C)C/C=C/CC;828.83
Train;m1336;Pyribenzamine (Tripelenamine. Azaron);N(c1ccccn1)(Cc1ccccc1)CCN(C)C;347.75
Train;m1337;Pyributicarb;c1(cc(ccc1)C(C)(C)C)OC(=S)NCc1nc(ccc1)OC;856.32
Train;m1338;Pyridaben;c1(c(c(=O)n(nc1)C(C)(C)C)Cl)SCc1ccc(cc1)C(C)(C)C;923.52
Train;m1339;Pyridaphenthion;n1(c2ccccc2)nc(OP(=S)(OCC)OCC)ccc1=O;647.85
Train;m1340;Pyridate;c1(c(cc(nn1)Cl)OC(=O)SCCCCCCCC)c1ccccc1;951.01
Train;m1341;Pyridoxine;c1(c(cnc(c1O)C)CO)CO;66.74
Train;m1342;Pyrifenox Peak 1;Clc1c(/C(=N\OC)/Cc2cnccc2)ccc(Cl)c1;674.58
Train;m1343;Pyrimethamine;c1(c2ccc(cc2)Cl)c(nc(nc1N)N)CC;352.33
Test;m1344;Pyrimethanil;c1(Nc2ccccc2)nc(cc(n1)C)C;621.13
Train;m1345;Pyrimidifen;c1(c(c(c(cc1)CCOCC)C)C)OCCNc1c(c(ncn1)CC)Cl;854.79
Train;m1346;Pyriproxyfen;c1(Oc2ccccc2)ccc(cc1)OCC(Oc1ccccn1)C;863.19
Train;m1347;Pyritinol;c1(c(c(c(nc1)C)O)CO)CSSCc1c(c(c(nc1)C)O)CO;323.31
Train;m1348;Pyrovalerone;O=C(C(N1CCCC1)CCC)c1ccc(cc1)C;360.73
Train;m1349;Pyrvinium Isomer 1;n1(c2ccccc2)c(c(cc1C)/C=C/c1[n+](c2c(cc1)cc(cc2)N(C)C)C)C;577.6
Train;m1350;Quetiapine;C1(=Nc2c(Sc3c1cccc3)cccc2)N1CCN(CC1)CCOCCO;454.66
Train;m1351;Quinalphos;c12c(ncc(n1)OP(=S)(OCC)OCC)cccc2;724.98
Test;m1352;Quinapril;O=C([C@@H]1Cc2c(CN1C(=O)[C@@H](N[C@H](C(=O)OCC)CCc1ccccc1)C)cccc2)O;589.82
Train;m1353;Quinclorac;c12c(ccc(c1C(=O)O)Cl)cc(cn2)Cl;274.44
Train;m1354;Quinidine;c12c([C@@H]([C@@H]3N4C[C@@H]([C@H](C3)CC4)C=C)O)ccnc1ccc(c2)OC;304.22
Train;m1355;Quinine;c12c([C@H]([C@H]3N4C[C@@H]([C@H](C3)CC4)C=C)O)ccnc1ccc(c2)OC;319.5
Train;m1356;Quinmerac;c12c(ccc(c1C(=O)O)Cl)cc(cn2)C;262.99
Train;m1357;Quinoxyphen;Fc1ccc(cc1)Oc1ccnc2c1c(Cl)cc(c2)Cl;876.17
Train;m1358;Quizalofop;c12c(ncc(n1)Oc1ccc(cc1)OC(C(=O)O)C)cc(cc2)Cl;634.87
Train;m1359;Quizalofop-ethyl;C(=O)(C(C)Oc1ccc(cc1)Oc1nc2c(nc1)cc(cc2)Cl)OCC;824.25
Train;m1360;Rabenzazole;n1(nc(cc1C)C)c1[nH]c2c(n1)cccc2;531.78
Train;m1361;Ractopamine;c1cc(ccc1C(O)CNC(CCc1ccc(cc1)O)C)O;235.5
Train;m1362;Ramifenazone;n1(c2ccccc2)c(=O)c(c(n1C)C)NC(C)C;337.06
Test;m1363;Ramipril;N1([C@@H]2[C@H](C[C@H]1C(=O)O)CCC2)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C;553.93
Train;m1364;Ranitidine;c1(oc(cc1)CSCCN/C(=C\N(O)O)/NC)CN(C)C;140.04
Train;m1365;Raubasine;c12[C@H]3N(C[C@H]4[C@H](C3)C(=CO[C@H]4C)C(=O)OC)CCc1c1c([nH]2)cccc1;408.84
Test;m1366;RCS-4-M-5-COOH-Pentyl;OC(=O)CCCCn1c2ccccc2c(C(=O)c2ccc(OC)cc2)c1;573.02
Train;m1367;RCS-4-M-5-OH-Pentyl;OCCCCCn1c2ccccc2c(C(=O)c2ccc(OC)cc2)c1;601.27
Train;m1368;RCS-4-ortho;O=C(c1ccccc1OC)c1cn(CCCCC)c2ccccc12;757.81
Test;m1369;RCS-8;C(=O)(Cc1c(cccc1)OC)c1cn(c2c1cccc2)CCC1CCCCC1;895.26
Train;m1370;Reboxetine;O([C@@H]([C@@H]1OCCNC1)c1ccccc1)c1c(OCC)cccc1;456.18
Train;m1371;Remifentanyl;C1(N(c2ccccc2)C(=O)CC)(CCN(CC1)CCC(=O)OC)C(=O)OC;288.19
Test;m1372;Remoxipride;Brc1c(OC)c(C(=O)NCC2N(CCC2)CC)c(OC)cc1;286.66
Test;m1373;Repaglinide;c1(c([C@@H](NC(=O)Cc2cc(c(cc2)C(=O)O)OCC)CC(C)C)cccc1)N1CCCCC1;812.79
Train;m1374;Reproterol;c12c(n(c(=O)n(c2=O)C)C)ncn1CCCNCC(c1cc(cc(c1)O)O)O;172.12
Train;m1375;Reserpine;[C@@H]12c3c(c4c([nH]3)cc(cc4)OC)CCN1C[C@@H]1[C@H](C2)[C@@H]([C@H]([C@@H](C1)OC(=O)c1cc(c(c(c1)OC)OC)OC)OC)C(=O)OC;547.05
Test;m1376;Resmethrin;C1(C(C1(C)C)C(=O)OCc1cc(oc1)Cc1ccccc1)C=C(C)C;938.03
Train;m1377;Retrorsine;[C@H]12[C@@H]3OC(=O)/C(=C\C)/C[C@@H]([C@@](C(=O)OCC1=CCN2CC3)(CO)O)C;206.48
Train;m1378;rifaximin;O1c2c3c4c5nc6n(c5c(NC(=O)/C(=C\C=C\[C@@H]([C@H](O)[C@H]([C@@H](O)[C@H]([C@H](OC(=O)C)[C@@H]([C@@H](OC)/C=C/O[C@@]1(C3=O)C)C)C)C)C)/C)c(O)c4c(O)c2C)ccc(c6)C;668.47
Train;m1379;Riluzole;C(Oc1cc2c(cc1)nc(s2)N)(F)(F)F;596.69
Train;m1380;Rimsulfuron;c1(c(S(=O)(=O)CC)cccn1)S(=O)(=O)NC(=O)Nc1nc(cc(n1)OC)OC;441.67
Train;m1381;Risperidone;c1(c2c(on1)cc(cc2)F)C1CCN(CC1)CCc1c(=O)n2c(nc1C)CCCC2;349.28
Train;m1382;Ritalinic acid;C(C(=O)O)(C1NCCCC1)c1ccccc1;252.3
Train;m1383;Rivastigmine;O(c1cc([C@@H](N(C)C)C)ccc1)C(=O)N(CC)C;262.22
Train;m1384;Robenidine;Clc1ccc(cc1)/C=N/NC(=N)N/N=C/c1ccc(Cl)cc1;696.72
Train;m1385;Ronidazole;O(Cc1n(c(cn1)N(O)O)C)C(=O)N;171.35
Train;m1386;Ropinirole;O=C1Nc2c(c(ccc2)CCN(CCC)CCC)C1;204.19
Train;m1387;Ropivacaine;[C@@H]1(N(CCCC1)CCC)C(=O)Nc1c(cccc1C)C;311.86
Train;m1388;Rosiglitazone;C1(Cc2ccc(cc2)OCCN(c2ccccn2)C)SC(=O)NC1=O;433.27
Test;m1389;Rosuvastatin;c1(c(nc(nc1c1ccc(cc1)F)N(C)S(=O)(=O)C)C(C)C)/C=C/[C@H](C[C@H](CC(=O)O)O)O;515.75
Train;m1390;Rotenone;c12c(C(=O)[C@H]3c4c(OC[C@H]3O2)cc(c(c4)OC)OC)ccc2c1C[C@@H](O2)C(=C)C;699.78
Train;m1391;Salbutamol;OC(CNC(C)(C)C)c1cc(c(O)cc1)CO;137.75
Train;m1392;Salicylamide;c1(c(cccc1)O)C(=O)N;263.75
Train;m1393;Salmeterol;c1(cc(c(cc1)O)CO)C(CNCCCCCCOCCCCc1ccccc1)O;574.54
Train;m1394;Sarafloxacin;Fc1ccc(cc1)n1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F;269.1
Train;m1395;Schradan;P(=O)(N(C)C)(N(C)C)OP(=O)(N(C)C)N(C)C;309.57
Train;m1396;Scopolamine;CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1C2O1;192.73
Train;m1397;Sebuthylazine;n1c(nc(nc1NCC)Cl)NC(CC)C;594.4
Test;m1398;Secbumeton;O(c1nc(nc(n1)NCC)NC(CC)C)C;571.49
Test;m1399;Selegiline;c1(C[C@H](N(CC#C)C)C)ccccc1;263.75
Train;m1400;semicarbazide (SEM);O=C(NN)N;1.83
Train;m1401;Senecionine;O1[C@H]2[C@@H]3N(CC2)CC=C3COC(=O)[C@](O)([C@@H](C/C(=C/C)/C1=O)C)C;253.06
Train;m1402;Seneciphylline;O1[C@H]2[C@@H]3N(CC2)CC=C3COC(=O)[C@](O)(C(=C)C/C(=C/C)/C1=O)C;218.7
Train;m1403;Senkirkine;O1[C@H]2C(=O)C(=CCN(CC2)C)COC(=O)[C@](O)([C@@H](C/C(=C/C)/C1=O)C)C;294.3
Train;m1404;Sertindole;c1(c2c(n(c1)c1ccc(cc1)F)ccc(c2)Cl)C1CCN(CC1)CCN1C(=O)NCC1;607.38
Test;m1405;Sertraline;Clc1cc([C@H]2c3c([C@@H](NC)CC2)cccc3)ccc1Cl;582.94
Train;m1406;Sethoxydim Peak 1;C1(=C(CC(CC1=O)CC(SCC)C)O)/C(=N/OCC)/CCC;607.38
Train;m1407;Sibutramine;C1(c2ccc(cc2)Cl)(C(CC(C)C)N(C)C)CCC1;561.56
Train;m1408;Siduron Peak 1;C1(NC(=O)Nc2ccccc2)C(CCCC1)C;602.8
Test;m1409;Sildenafil;c1(c2nc3c(c(=O)[nH]2)n(nc3CCC)C)c(ccc(c1)S(=O)(=O)N1CCN(CC1)C)OCC;502
Train;m1410;Simazine;c1(nc(nc(n1)Cl)NCC)NCC;440.15
Train;m1411;Simazine 2-Hydroxy;c1(nc(nc(n1)O)NCC)NCC;221.75
Test;m1412;Simetryn;S(c1nc(nc(n1)NCC)NCC)C;521.85
Test;m1413;Simvastatin;O([C@@H]1[C@@H]2[C@H]([C@H](C=CC2=C[C@@H](C1)C)C)CC[C@H]1OC(=O)C[C@H](O)C1)C(=O)C(CC)(C)C;857.08
Train;m1414;Sitagliptin;c1(n2c(nn1)CN(C(=O)C[C@@H](Cc1c(cc(c(c1)F)F)F)N)CC2)C(F)(F)F;288.19
Train;m1415;Sotalol;c1(C(CNC(C)C)O)ccc(cc1)NS(=O)(=O)C;126.3
Test;m1416;Spinosad A (Spinosyn A);C12=C[C@@H]3[C@H]([C@@H]1CC(=O)O[C@H](CCC[C@@H]([C@H](C2=O)C)O[C@@H]1O[C@@H]([C@H](CC1)N(C)C)C)CC)C=C[C@H]1[C@H]3C[C@H](O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)OC)OC)OC)C1;766.21
Test;m1417;Spirapril;C12(C[C@H](N(C1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C)C(=O)O)SCCS2;528.73
